degree,x,exact,approx
1,-0.00900901,0.997975,0.0384615
1,-0.00700701,0.998774,0.0384615
1,-0.00500501,0.999374,0.0384615
1,-0.003003,0.999775,0.0384615
1,-0.001001,0.999975,0.0384615
1,0.001001,0.999975,0.0384615
1,0.003003,0.999775,0.0384615
1,0.00500501,0.999374,0.0384615
1,0.00700701,0.998774,0.0384615
1,0.00900901,0.997975,0.0384615
1,0.011011,0.996978,0.0384615
1,0.013013,0.995784,0.0384615
1,0.015015,0.994395,0.0384615
1,0.017017,0.992813,0.0384615
1,0.019019,0.991038,0.0384615
1,0.021021,0.989074,0.0384615
1,0.023023,0.986922,0.0384615
1,0.025025,0.984585,0.0384615
1,0.027027,0.982066,0.0384615
1,0.029029,0.979368,0.0384615
1,0.031031,0.976493,0.0384615
1,0.033033,0.973445,0.0384615
1,0.035035,0.970227,0.0384615
1,0.037037,0.966844,0.0384615
1,0.039039,0.963297,0.0384615
1,0.041041,0.959592,0.0384615
1,0.043043,0.955733,0.0384615
1,0.045045,0.951723,0.0384615
1,0.047047,0.947566,0.0384615
1,0.049049,0.943267,0.0384615
1,0.0510511,0.93883,0.0384615
1,0.0530531,0.93426,0.0384615
1,0.0550551,0.929561,0.0384615
1,0.0570571,0.924738,0.0384615
1,0.0590591,0.919795,0.0384615
1,0.0610611,0.914736,0.0384615
1,0.0630631,0.909567,0.0384615
1,0.0650651,0.904293,0.0384615
1,0.0670671,0.898917,0.0384615
1,0.0690691,0.893445,0.0384615
1,0.0710711,0.887881,0.0384615
1,0.0730731,0.88223,0.0384615
1,0.0750751,0.876496,0.0384615
1,0.0770771,0.870684,0.0384615
1,0.0790791,0.864799,0.0384615
1,0.0810811,0.858846,0.0384615
1,0.0830831,0.852828,0.0384615
1,0.0850851,0.84675,0.0384615
1,0.0870871,0.840616,0.0384615
1,0.0890891,0.834431,0.0384615
1,0.0910911,0.828199,0.0384615
1,0.0930931,0.821924,0.0384615
1,0.0950951,0.81561,0.0384615
1,0.0970971,0.80926,0.0384615
1,0.0990991,0.80288,0.0384615
1,0.101101,0.796473,0.0384615
1,0.103103,0.790042,0.0384615
1,0.105105,0.78359,0.0384615
1,0.107107,0.777123,0.0384615
1,0.109109,0.770642,0.0384615
1,0.111111,0.764151,0.0384615
1,0.113113,0.757654,0.0384615
1,0.115115,0.751153,0.0384615
1,0.117117,0.744651,0.0384615
1,0.119119,0.738152,0.0384615
1,0.121121,0.731658,0.0384615
1,0.123123,0.725172,0.0384615
1,0.125125,0.718697,0.0384615
1,0.127127,0.712234,0.0384615
1,0.129129,0.705787,0.0384615
1,0.131131,0.699357,0.0384615
1,0.133133,0.692947,0.0384615
1,0.135135,0.68656,0.0384615
1,0.137137,0.680196,0.0384615
1,0.139139,0.673858,0.0384615
1,0.141141,0.667548,0.0384615
1,0.143143,0.661267,0.0384615
1,0.145145,0.655017,0.0384615
1,0.147147,0.6488,0.0384615
1,0.149149,0.642617,0.0384615
1,0.151151,0.63647,0.0384615
1,0.153153,0.630359,0.0384615
1,0.155155,0.624287,0.0384615
1,0.157157,0.618254,0.0384615
1,0.159159,0.612261,0.0384615
1,0.161161,0.606309,0.0384615
1,0.163163,0.6004,0.0384615
1,0.165165,0.594534,0.0384615
1,0.167167,0.588713,0.0384615
1,0.169169,0.582936,0.0384615
1,0.171171,0.577204,0.0384615
1,0.173173,0.571519,0.0384615
1,0.175175,0.56588,0.0384615
1,0.177177,0.560289,0.0384615
1,0.179179,0.554745,0.0384615
1,0.181181,0.54925,0.0384615
1,0.183183,0.543803,0.0384615
1,0.185185,0.538405,0.0384615
1,0.187187,0.533056,0.0384615
1,0.189189,0.527756,0.0384615
1,0.191191,0.522506,0.0384615
1,0.193193,0.517306,0.0384615
1,0.195195,0.512156,0.0384615
1,0.197197,0.507056,0.0384615
1,0.199199,0.502006,0.0384615
1,0.201201,0.497006,0.0384615
1,0.203203,0.492056,0.0384615
1,0.205205,0.487156,0.0384615
1,0.207207,0.482306,0.0384615
1,0.209209,0.477506,0.0384615
1,0.211211,0.472756,0.0384615
1,0.213213,0.468056,0.0384615
1,0.215215,0.463405,0.0384615
1,0.217217,0.458803,0.0384615
1,0.219219,0.454251,0.0384615
